JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2447218.17,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447221.18,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447262.19,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447270.21,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447322.92,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447345.92,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447356.95,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447386.95,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447413.93,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447567.18,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447570.18,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447573.16,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447589.14,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447590.2,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447591.2,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447601.16,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447602.17,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447604.19,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447618.23,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447623.22,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447625.2,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447628.21,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447630.22,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447650.97,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447655.97,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447657.23,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447675.93,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447677.93,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447681.93,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447683.91,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447690.22,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447692.23,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447694.24,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447704.89,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447708.91,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447710.94,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447715.92,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447727.79,<12.6,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447728.86,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447733.94,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447737.93,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447744.88,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447747.91,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447757.84,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447788.9,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447798.93,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447821.91,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447832.89,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447912.22,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447926.17,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447946.18,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447948.17,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447953.18,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447964.19,<12.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447967.2,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447973.21,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447980.2,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447984.18,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2447987.21,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448000.0,<12.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448002.2,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448008.83,8.1,,,Vis.,BSF,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448009.2222,8.1,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448009.2563,8.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448009.85,0.0,,,Vis.,GRI,  ,,,,,,,Z,,,,V3890 SGR,,STEP,,,,
2448010.19,9.0,,,Vis.,PEX,,,,,,,,Z,,,,V3890 SGR,,STD,,,,
2448010.2166,8.2,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448011.1986,8.3,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448011.2479,8.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448011.35,9.1,,,Vis.,PEX,,,,,,,,Z,,,,V3890 SGR,,STD,,,,
2448012.26,9.0,,,Vis.,KOA,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448013.2007,9.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448013.2514,9.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448013.3542,9.4,,,Vis.,PEX,,,,,,,,Z,,,,V3890 SGR,,STD,,,,
2448014.563,10.1,,,Vis.,KRT,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448015.2319,10.2,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448015.2528,10.4,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448015.56,9.9,,,Vis.,KRT,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448015.9,10.0,,,Vis.,STI,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448016.1979,10.1,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448016.2535,10.3,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448016.9542,10.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448017.2389,10.6,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448017.39583,9.7,,,Vis.,PEX,,91,110,10359AZS,,,,Z,,,,V3890 SGR,RASNZ-VSS,STD,,,,
2448018.37500,9.8,,,Vis.,PEX,,91,110,10359AZS,,,,Z,,,,V3890 SGR,RASNZ-VSS,STD,,,,
2448018.605,9.0,,,Vis.,BAX,,,,,,,,T,,,,V3890 SGR,,STD,,,,
2448018.618,9.1,,,Vis.,FEL,,,,,,,,T,,,,V3890 SGR,,STD,,,,
2448018.9,10.4,,,Vis.,SCX,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448019.611,9.0,,,Vis.,ABA,,,,,,,,T,,,,V3890 SGR,,STD,,,,
2448019.9,11.1,,,Vis.,LZT,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448020.2139,10.6,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448020.2604,10.7,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448021.257,10.7,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448027.37,11.7,,,Vis.,PEX,,,,,,,,Z,,,,V3890 SGR,,STD,,,,
2448027.6,12.4,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448027.9049,12.3,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448027.9361,12.4,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448028.2326,12.8,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448028.37,11.9,,,Vis.,PEX,,,,,,,,Z,,,,V3890 SGR,,STD,,,,
2448028.9097,12.1,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448029.2194,12.6,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448029.37,12.1,,,Vis.,PEX,,,,,,,,Z,,,,V3890 SGR,,STD,,,,
2448030.6,12.8,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448031.35,12.5,,,Vis.,PEX,,,,,,,,Z,,,,V3890 SGR,,STD,,,,
2448031.6,13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448031.812,12.8,,,Vis.,KRB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448032.2375,12.9,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448032.3611,12.9,,,Vis.,PEX,,,,,,,,Z,,,,V3890 SGR,,STD,,,,
2448032.6,12.8,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448033.257,12.7,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448033.3583,13.3,,,Vis.,PEX,,,,,,,,Z,,,,V3890 SGR,,STD,,,,
2448033.9,13.5,,,Vis.,FD,E,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448033.9,13.0,,,Vis.,SCE,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448034.36,13.6,,,Vis.,PEX,,,,,,,,Z,,,,V3890 SGR,,STD,,,,
2448034.6,<13.0,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448034.96,<12.5,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448035.3646,13.8,,,Vis.,PEX,,,,,,,,Z,,,,V3890 SGR,,STD,,,,
2448036.2632,13.1,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448036.4,13.3,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448036.93,<13.0,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448037.1,<13.1,,,Vis.,KOA,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448037.2,<13.0,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448037.4,13.3,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448037.93,<13.0,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448038.24,<12.5,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448038.4,13.4,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448039.6,<13.0,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448039.7,13.0,,,Vis.,STI,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448039.91,<12.5,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448040.6,<13.0,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448040.93,<12.5,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448041.6,<13.0,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448041.93,<12.5,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448042.4,<14.0,,,Vis.,PEX,,,,,,,,Z,,,,V3890 SGR,,STD,,,,
2448042.6,<13.0,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448043.6,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448044.4,<14.0,,,Vis.,PEX,,,,,,,,Z,,,,V3890 SGR,,STD,,,,
2448044.6,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448045.6,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448046.19,<12.5,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448046.6,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448047.22,<12.5,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448048.6,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448050.5,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448055.6,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448055.91,<12.5,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448056.6,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448056.94,<12.5,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448057.5,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448058.5,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448058.93,<13.0,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448059.6,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448060.4,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448061.6,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448062.5,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448062.9,<12.5,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448063.6,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448064.97,<13.0,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448065.4,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448065.94,<13.0,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448065.961,0.0,,,Vis.,AB,,,,,,,,Z,,,,V3890 SGR,,STEP,,,,
2448066.4,<14.0,,,Vis.,PEX,,,,,,,,Z,,,,V3890 SGR,,STD,,,,
2448066.6,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448067.4,<14.0,,,Vis.,PEX,,,,,,,,Z,,,,V3890 SGR,,STD,,,,
2448067.6,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448067.67,14.5,,,Vis.,BSF,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448067.71,<12.5,,,Vis.,BSF,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448068.3,<14.0,,,Vis.,PEX,,,,,,,,Z,,,,V3890 SGR,,STD,,,,
2448068.6,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448069.4,<14.0,,,Vis.,PEX,,,,,,,,Z,,,,V3890 SGR,,STD,,,,
2448069.5,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448070.3,<14.0,,,Vis.,PEX,,,,,,,,Z,,,,V3890 SGR,,STD,,,,
2448070.94,<12.5,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448071.5,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448072.3,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448072.9,<13.0,,,Vis.,HK,C,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448073.5,<13.3,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448074.038,<13.0,,,Vis.,AB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448074.21,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448074.6,<13.3,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448075.3,<14.0,,,Vis.,PEX,,,,,,,,Z,,,,V3890 SGR,,STD,,,,
2448082.81,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448083.2,<13.3,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448085.5,<13.3,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448085.89,<13.0,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448086.6,<13.3,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448086.91,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448087.3,<13.3,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448088.3,<13.3,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448088.92,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448089.2,<13.3,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448090.3,<13.3,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448090.83,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448092.2,<13.3,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448093.2,<13.3,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448098.9,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448099.94,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448102.85,<12.4,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448103.2,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448104.2,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448111.79,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448112.4,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448113.2,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448114.2,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448115.2,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448117.2,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448118.2,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448119.2,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448120.3,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448123.3,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448123.92,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448125.3,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448126.2,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448127.2,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448129.2,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448130.6,<13.0,,,Vis.,HK,C,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448130.6,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448131.2,<13.2,,,Vis.,OB,,,,,,,,V,,,,V3890 SGR,,STD,,,,
2448135.89,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448140.87,<12.5,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448143.95,<13.0,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448153.9,<13.0,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448157.94,<12.5,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448159.94,<12.5,,,Vis.,JA,K,NA,,NA,ASAS3,,,Z,,,,V3890 SGR,,STD,,,,
2448160.1,<13.5,,,Vis.,PEX,,,,,,,,Z,,,,V3890 SGR,,STD,,,,
2448163.0,<13.5,,,Vis.,PEX,,,,,,,,Z,,,,V3890 SGR,,STD,,,,
2448169.87,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448180.0,<14.0,,,Vis.,PEX,,,,,,,,Z,,,,V3890 SGR,,STD,,,,
2448182.1,<14.0,,,Vis.,PEX,,,,,,,,Z,,,,V3890 SGR,,STD,,,,
2448183.0,<14.0,,,Vis.,PEX,,,,,,,,Z,,,,V3890 SGR,,STD,,,,
2448183.88,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448186.0,<13.8,,,Vis.,PEX,,,,,,,,Z,,,,V3890 SGR,,STD,,,,
2448186.91,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448190.92,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
2448202.91,<13.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,U,,,,V3890 SGR,,STD,,,,RASNZ
