JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2448829.98,<13.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2448831.0099,<13.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2448834.0099,<13.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2448835.0,<13.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2448835.99,<13.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2448837.0,<13.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2448852.98,<12.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2448853.95,<13.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2448854.97,<13.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2448855.97,<13.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2448857.96,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2448860.0,<14.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2448866.96,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2448872.0,<13.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2448878.95,<13.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2448880.92,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2448888.02,<13.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2448891.92,<14.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2448905.93,<13.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2448917.98,<10.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2448918.93,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2448919.93,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2448929.9,<12.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,V745 SCO,,STD,,,,RASNZ
2448929.94,<12.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2448943.87,<13.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,V745 SCO,,STD,,,,RASNZ
2449080.22,<14.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449096.07,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449101.06,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449105.06,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449119.0,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449123.98,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449125.04,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449126.96,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449127.97,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449140.97,<13.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449146.93,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449151.94,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449152.93,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449153.95,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,V745 SCO,,STD,,,,RASNZ
2449153.95,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449154.98,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449155.91,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,V745 SCO,,STD,,,,RASNZ
2449156.98,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449157.93,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449158.94,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449162.96,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449163.97,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449164.21,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,V745 SCO,,STD,,,,RASNZ
2449185.9,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449188.95,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449193.91,<13.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449199.95,<13.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449201.92,<13.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449205.94,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449207.96,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449208.95,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449210.97,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449212.98,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449216.95,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449219.98,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449220.97,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449221.97,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449223.94,<13.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449235.95,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,V745 SCO,,STD,,,,RASNZ
2449237.99,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449240.96,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449241.92,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449244.89,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,V745 SCO,,STD,,,,RASNZ
2449248.93,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449250.98,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449251.96,<13.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449257.96,<12.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449265.93,<14.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449268.97,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449271.96,<13.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449275.94,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,V745 SCO,,STD,,,,RASNZ
2449297.91,<13.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449407.21,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,V745 SCO,,STD,,,,RASNZ
2449411.21,<13.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,V745 SCO,,STD,,,,RASNZ
2449452.07,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449463.07,<12.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449466.2599,<14.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449470.0299,<11.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449476.05,<13.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
2449479.0099,<14.0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V745 SCO,VSS,STD,,,,
